split,domain,task_id,sample_id,edge_reward,cloud_reward,delta_reward_cloud_minus_edge,edge_success,cloud_success,edge_exclusive,cloud_exclusive,both_success,oracle_reward,edge_steps,cloud_steps,edge_termination,cloud_termination,edge_parser_recovery_count,cloud_parser_recovery_count,edge_parser_recovery_fraction,cloud_parser_recovery_fraction,edge_malformed_json,cloud_malformed_json,edge_invalid_tool,cloud_invalid_tool,edge_tool_error,cloud_tool_error,first_input_identical
train,airline,38,airline:38,0.0,0.0,0.0,0,0,0,0,0,0.0,50,17,max_steps,user_stop,1,17,0.02,1.0,0,0,0,0,0,0,1
train,airline,4,airline:4,1.0,1.0,0.0,1,1,0,0,1,1.0,28,9,user_stop,user_stop,5,9,0.178571,1.0,2,0,0,0,0,0,1
train,airline,40,airline:40,0.0,0.0,0.0,0,0,0,0,0,0.0,42,7,user_stop,user_stop,7,7,0.166667,1.0,1,1,0,0,0,0,1
train,airline,43,airline:43,1.0,1.0,0.0,1,1,0,0,1,1.0,9,7,user_stop,user_stop,8,7,0.888889,1.0,2,0,0,0,0,0,1
train,airline,46,airline:46,1.0,1.0,0.0,1,1,0,0,1,1.0,3,6,user_stop,user_stop,2,6,0.666667,1.0,0,0,0,0,0,0,1
train,airline,47,airline:47,1.0,1.0,0.0,1,1,0,0,1,1.0,10,7,user_stop,user_stop,9,7,0.9,1.0,2,0,0,0,0,0,1
train,airline,49,airline:49,0.0,1.0,1.0,0,1,0,1,0,1.0,9,5,user_stop,user_stop,6,5,0.666667,1.0,2,0,0,0,0,0,1
train,airline,5,airline:5,1.0,1.0,0.0,1,1,0,0,1,1.0,38,12,user_stop,user_stop,5,12,0.131579,1.0,3,0,0,0,0,0,1
train,airline,7,airline:7,0.0,0.0,0.0,0,0,0,0,0,0.0,13,15,user_stop,user_stop,13,15,1.0,1.0,5,0,0,0,0,0,1
train,retail,0,retail:0,0.0,0.0,0.0,0,0,0,0,0,0.0,37,12,user_stop,user_stop,11,12,0.297297,1.0,1,1,0,0,0,0,1
train,retail,10,retail:10,1.0,1.0,0.0,1,1,0,0,1,1.0,10,13,user_stop,user_stop,9,13,0.9,1.0,1,0,0,0,0,0,1
train,retail,103,retail:103,0.0,0.0,0.0,0,0,0,0,0,0.0,50,19,max_steps,user_stop,22,19,0.44,1.0,4,0,0,0,0,0,1
train,retail,105,retail:105,1.0,1.0,0.0,1,1,0,0,1,1.0,7,23,user_stop,user_stop,7,23,1.0,1.0,2,2,0,0,0,0,1
train,retail,106,retail:106,0.0,0.0,0.0,0,0,0,0,0,0.0,9,12,user_stop,user_stop,7,12,0.777778,1.0,2,0,0,0,2,0,1
train,retail,107,retail:107,0.0,0.0,0.0,0,0,0,0,0,0.0,50,13,max_steps,user_stop,1,13,0.02,1.0,0,1,0,0,0,0,1
train,retail,109,retail:109,0.0,0.0,0.0,0,0,0,0,0,0.0,10,13,user_stop,user_stop,10,13,1.0,1.0,3,0,0,0,0,0,1
train,retail,11,retail:11,0.0,0.0,0.0,0,0,0,0,0,0.0,33,9,user_stop,user_stop,8,9,0.242424,1.0,0,0,0,0,0,0,1
train,retail,110,retail:110,0.0,0.0,0.0,0,0,0,0,0,0.0,50,16,max_steps,user_stop,1,16,0.02,1.0,0,0,0,0,0,0,1
train,retail,113,retail:113,0.0,0.0,0.0,0,0,0,0,0,0.0,35,7,user_stop,user_stop,5,7,0.142857,1.0,0,2,0,0,0,0,1
train,retail,13,retail:13,0.0,0.0,0.0,0,0,0,0,0,0.0,40,9,user_stop,user_stop,13,9,0.325,1.0,1,0,0,0,0,0,1
train,retail,14,retail:14,0.0,0.0,0.0,0,0,0,0,0,0.0,43,9,user_stop,user_stop,7,9,0.162791,1.0,1,0,0,0,1,0,1
train,retail,15,retail:15,0.0,0.0,0.0,0,0,0,0,0,0.0,36,15,user_stop,user_stop,10,15,0.277778,1.0,2,1,0,0,0,0,1
train,retail,20,retail:20,0.0,0.0,0.0,0,0,0,0,0,0.0,27,12,user_stop,user_stop,7,12,0.259259,1.0,0,1,0,0,0,0,1
train,retail,21,retail:21,0.0,0.0,0.0,0,0,0,0,0,0.0,44,16,user_stop,user_stop,19,16,0.431818,1.0,0,2,0,0,0,0,1
train,retail,23,retail:23,0.0,0.0,0.0,0,0,0,0,0,0.0,28,19,user_stop,user_stop,4,19,0.142857,1.0,1,1,0,0,0,0,1
train,retail,24,retail:24,0.0,1.0,1.0,0,1,0,1,0,1.0,34,7,user_stop,user_stop,5,7,0.147059,1.0,0,1,0,0,0,0,1
train,retail,25,retail:25,0.0,1.0,1.0,0,1,0,1,0,1.0,50,8,max_steps,user_stop,1,8,0.02,1.0,0,1,0,0,0,0,1
train,retail,29,retail:29,0.0,0.0,0.0,0,0,0,0,0,0.0,40,17,user_stop,user_stop,17,17,0.425,1.0,1,1,0,0,0,0,1
train,retail,3,retail:3,0.0,0.0,0.0,0,0,0,0,0,0.0,50,13,max_steps,user_stop,1,13,0.02,1.0,0,1,0,0,0,0,1
train,retail,31,retail:31,0.0,0.0,0.0,0,0,0,0,0,0.0,41,24,user_stop,user_stop,5,24,0.121951,1.0,0,1,0,0,0,0,1
train,retail,35,retail:35,0.0,0.0,0.0,0,0,0,0,0,0.0,11,12,too_many_errors,user_stop,1,12,0.090909,1.0,0,0,0,0,10,0,1
train,retail,37,retail:37,0.0,0.0,0.0,0,0,0,0,0,0.0,39,13,user_stop,user_stop,15,13,0.384615,1.0,1,0,0,0,0,0,1
train,retail,4,retail:4,0.0,0.0,0.0,0,0,0,0,0,0.0,14,11,user_stop,user_stop,14,11,1.0,1.0,1,2,0,0,0,0,1
train,retail,41,retail:41,0.0,0.0,0.0,0,0,0,0,0,0.0,49,14,user_stop,user_stop,22,14,0.44898,1.0,3,1,0,0,0,0,1
train,retail,44,retail:44,0.0,0.0,0.0,0,0,0,0,0,0.0,50,9,max_steps,user_stop,1,9,0.02,1.0,0,1,0,0,0,0,1
train,retail,46,retail:46,0.0,0.0,0.0,0,0,0,0,0,0.0,10,12,user_stop,user_stop,9,12,0.9,1.0,3,1,0,0,0,0,1
train,retail,47,retail:47,0.0,0.0,0.0,0,0,0,0,0,0.0,15,9,user_stop,user_stop,15,9,1.0,1.0,1,0,0,0,0,0,1
train,retail,50,retail:50,1.0,1.0,0.0,1,1,0,0,1,1.0,23,7,user_stop,user_stop,3,7,0.130435,1.0,1,1,0,0,0,0,1
train,retail,54,retail:54,0.0,0.0,0.0,0,0,0,0,0,0.0,27,12,user_stop,user_stop,27,12,1.0,1.0,3,0,0,0,0,0,1
train,retail,57,retail:57,0.0,1.0,1.0,0,1,0,1,0,1.0,50,8,max_steps,user_stop,1,8,0.02,1.0,0,4,0,0,0,0,1
train,retail,58,retail:58,0.0,0.0,0.0,0,0,0,0,0,0.0,29,12,user_stop,user_stop,8,12,0.275862,1.0,2,1,0,0,0,0,1
train,retail,59,retail:59,0.0,0.0,0.0,0,0,0,0,0,0.0,50,12,max_steps,user_stop,4,12,0.08,1.0,1,1,0,0,0,0,1
train,retail,63,retail:63,0.0,0.0,0.0,0,0,0,0,0,0.0,10,19,user_stop,user_stop,9,19,0.9,1.0,2,1,0,0,0,0,1
train,retail,66,retail:66,0.0,0.0,0.0,0,0,0,0,0,0.0,27,11,user_stop,user_stop,5,11,0.185185,1.0,0,1,0,0,0,0,1
train,retail,69,retail:69,0.0,0.0,0.0,0,0,0,0,0,0.0,8,13,user_stop,user_stop,8,13,1.0,1.0,2,1,0,0,0,0,1
train,retail,72,retail:72,0.0,0.0,0.0,0,0,0,0,0,0.0,40,19,user_stop,user_stop,10,19,0.25,1.0,1,1,0,0,0,0,1
train,retail,73,retail:73,0.0,0.0,0.0,0,0,0,0,0,0.0,50,8,max_steps,user_stop,7,8,0.14,1.0,1,0,0,0,1,0,1
train,retail,75,retail:75,0.0,0.0,0.0,0,0,0,0,0,0.0,50,11,max_steps,user_stop,1,11,0.02,1.0,0,0,0,0,0,0,1
train,retail,78,retail:78,0.0,0.0,0.0,0,0,0,0,0,0.0,4,12,user_stop,user_stop,4,12,1.0,1.0,0,0,0,0,0,0,1
train,retail,8,retail:8,0.0,0.0,0.0,0,0,0,0,0,0.0,27,9,user_stop,user_stop,4,9,0.148148,1.0,0,1,0,0,0,0,1
train,retail,80,retail:80,0.0,0.0,0.0,0,0,0,0,0,0.0,50,8,max_steps,user_stop,1,8,0.02,1.0,0,0,0,0,0,0,1
train,retail,81,retail:81,0.0,0.0,0.0,0,0,0,0,0,0.0,50,8,max_steps,user_stop,2,8,0.04,1.0,1,0,0,0,0,0,1
train,retail,82,retail:82,0.0,0.0,0.0,0,0,0,0,0,0.0,5,6,user_stop,user_stop,5,6,1.0,1.0,1,1,0,0,0,0,1
train,retail,83,retail:83,0.0,0.0,0.0,0,0,0,0,0,0.0,11,9,user_stop,user_stop,11,9,1.0,1.0,2,1,0,0,0,0,1
train,retail,85,retail:85,0.0,0.0,0.0,0,0,0,0,0,0.0,45,14,user_stop,user_stop,13,14,0.288889,1.0,0,0,0,0,0,0,1
train,retail,87,retail:87,0.0,0.0,0.0,0,0,0,0,0,0.0,5,10,user_stop,user_stop,4,10,0.8,1.0,1,0,0,0,0,0,1
train,retail,89,retail:89,0.0,0.0,0.0,0,0,0,0,0,0.0,50,16,max_steps,user_stop,9,16,0.18,1.0,2,1,0,0,0,0,1
train,retail,91,retail:91,0.0,0.0,0.0,0,0,0,0,0,0.0,30,13,user_stop,user_stop,2,13,0.066667,1.0,1,1,0,0,0,0,1
train,retail,92,retail:92,0.0,0.0,0.0,0,0,0,0,0,0.0,40,13,user_stop,user_stop,12,13,0.3,1.0,1,1,0,0,0,0,1
train,retail,93,retail:93,0.0,0.0,0.0,0,0,0,0,0,0.0,8,14,user_stop,user_stop,8,14,1.0,1.0,1,1,0,0,0,0,1
train,retail,96,retail:96,0.0,0.0,0.0,0,0,0,0,0,0.0,10,9,user_stop,user_stop,10,9,1.0,1.0,1,1,0,0,0,0,1
train,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],telecom:[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,47,36,user_error,max_steps,4,36,0.085106,1.0,3,3,0,0,1,0,1
train,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],telecom:[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,3,max_steps,user_error,9,3,0.18,1.0,3,0,0,0,0,0,1
train,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],telecom:[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,45,20,max_steps,user_stop,15,20,0.333333,1.0,2,1,0,0,0,0,1
train,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],telecom:[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,5,max_steps,user_error,20,5,0.4,1.0,1,0,0,0,0,0,1
train,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],telecom:[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,3,max_steps,user_error,10,3,0.2,1.0,2,0,0,0,0,0,1
train,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],telecom:[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,46,8,max_steps,user_error,9,8,0.195652,1.0,2,0,0,0,1,0,1
train,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom:[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,3,max_steps,user_error,6,3,0.12,1.0,2,0,0,0,0,0,1
train,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],telecom:[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,3,max_steps,user_error,11,3,0.22,1.0,2,0,0,0,0,0,1
train,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],telecom:[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,50,21,max_steps,user_error,13,21,0.26,1.0,2,0,0,0,0,0,1
train,telecom,[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded[PERSONA:None],telecom:[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,40,16,user_stop,user_stop,4,16,0.1,1.0,1,1,0,0,0,0,1
train,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],telecom:[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,44,28,max_steps,user_stop,9,28,0.204545,1.0,3,3,0,0,0,0,1
train,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],telecom:[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,48,7,max_steps,user_error,11,7,0.229167,1.0,6,0,0,0,0,0,1
train,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],telecom:[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,6,max_steps,user_stop,1,6,0.02,1.0,0,1,0,0,0,0,1
train,telecom,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_off[PERSONA:None],telecom:[mms_issue]bad_network_preference|user_abroad_roaming_disabled_off[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,42,11,user_error,user_error,5,11,0.119048,1.0,3,0,0,0,1,0,1
train,telecom,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_on[PERSONA:None],telecom:[mms_issue]bad_network_preference|user_abroad_roaming_disabled_on[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,44,3,user_error,user_error,5,3,0.113636,1.0,3,0,0,0,0,0,1
train,telecom,[mms_issue]bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:None],telecom:[mms_issue]bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,42,19,max_steps,user_stop,10,19,0.238095,1.0,1,1,0,0,0,0,1
train,telecom,[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],telecom:[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,11,max_steps,user_error,3,11,0.06,1.0,2,0,0,0,1,0,1
train,telecom,[mms_issue]break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],telecom:[mms_issue]break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,5,max_steps,user_stop,1,5,0.02,1.0,0,1,0,0,0,0,1
train,telecom,[mms_issue]break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],telecom:[mms_issue]break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,42,3,user_error,user_error,6,3,0.142857,1.0,3,0,1,0,0,0,1
train,telecom,[mms_issue]break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],telecom:[mms_issue]break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,3,max_steps,user_error,5,3,0.1,1.0,4,0,0,0,1,0,1
train,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,50,25,max_steps,user_error,8,25,0.16,1.0,4,0,0,0,2,0,1
train,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,15,max_steps,user_error,9,15,0.18,1.0,3,0,0,0,0,0,1
train,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,50,10,max_steps,user_error,3,10,0.06,1.0,1,0,0,0,0,0,1
train,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:Easy],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,8,max_steps,user_error,6,8,0.12,1.0,2,0,0,0,1,0,1
train,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,50,3,max_steps,user_error,11,3,0.22,1.0,4,0,0,0,0,0,1
train,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,42,9,user_stop,user_error,10,9,0.238095,1.0,3,0,0,0,0,0,1
train,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,46,7,user_error,user_error,4,7,0.086957,1.0,3,0,0,0,0,0,1
train,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,4,max_steps,user_error,10,4,0.2,1.0,3,0,0,0,0,0,1
train,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,49,7,user_error,user_error,8,7,0.163265,1.0,4,0,0,0,2,0,1
train,telecom,[mobile_data_issue]airplane_mode_on|data_mode_off[PERSONA:None],telecom:[mobile_data_issue]airplane_mode_on|data_mode_off[PERSONA:None],0.0,1.0,1.0,0,1,0,1,0,1.0,47,9,max_steps,user_stop,6,9,0.12766,1.0,5,0,0,0,0,0,1
train,telecom,[mobile_data_issue]airplane_mode_on|user_abroad_roaming_enabled_off[PERSONA:None],telecom:[mobile_data_issue]airplane_mode_on|user_abroad_roaming_enabled_off[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,50,6,max_steps,user_error,9,6,0.18,1.0,3,0,0,0,2,0,1
train,telecom,[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on[PERSONA:None],telecom:[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,50,5,max_steps,user_error,3,5,0.06,1.0,2,0,0,0,0,0,1
train,telecom,[mobile_data_issue]bad_network_preference|bad_vpn|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],telecom:[mobile_data_issue]bad_network_preference|bad_vpn|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,9,max_steps,user_error,2,9,0.04,1.0,1,0,0,0,0,0,1
train,telecom,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_on[PERSONA:None],telecom:[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_on[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,50,8,max_steps,user_error,10,8,0.2,1.0,2,0,0,0,0,0,1
train,telecom,[mobile_data_issue]bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],telecom:[mobile_data_issue]bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,4,max_steps,user_error,1,4,0.02,1.0,0,0,0,0,0,0,1
train,telecom,[mobile_data_issue]bad_network_preference|data_saver_mode_on|data_usage_exceeded[PERSONA:Hard],telecom:[mobile_data_issue]bad_network_preference|data_saver_mode_on|data_usage_exceeded[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,38,3,user_stop,user_error,3,3,0.078947,1.0,1,0,0,0,0,0,1
train,telecom,[mobile_data_issue]bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom:[mobile_data_issue]bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,3,max_steps,user_error,3,3,0.06,1.0,2,0,0,0,0,0,1
